our_gflops, our_flops, our_time, eigen_gflops, eigen_flops, eigen_time
0.669148,1.71799e+10,25.6742,77.8234,1.71799e+10,0.220754
0.649289,1.71799e+10,26.4595,75.9248,1.71799e+10,0.226275
0.589907,1.71799e+10,29.123,76.3421,1.71799e+10,0.225038
0.715077,1.71799e+10,24.0252,76.7097,1.71799e+10,0.22396
