our_gflops, our_flops, our_time, eigen_gflops, eigen_flops, eigen_time
4.01554,1.71799e+10,4.27835,64.6345,1.71799e+10,0.2658
4.15072,1.71799e+10,4.13901,63.8983,1.71799e+10,0.268863
4.23015,1.71799e+10,4.06129,62.7679,1.71799e+10,0.273705
4.2196,1.71799e+10,4.07145,63.3562,1.71799e+10,0.271163
