our_gflops, our_flops, our_time, eigen_gflops, eigen_flops, eigen_time
4.64387,1.71799e+10,3.69948,68.8622,1.71799e+10,0.249482
4.6974,1.71799e+10,3.65731,72.9769,1.71799e+10,0.235415
4.99324,1.71799e+10,3.44062,69.3415,1.71799e+10,0.247757
5.14445,1.71799e+10,3.3395,70.0065,1.71799e+10,0.245404
