our_gflops, our_flops, our_time, eigen_gflops, eigen_flops, eigen_time
104.797,1.71799e+10,0.163934,73.7459,1.71799e+10,0.23296
101.979,1.71799e+10,0.168465,71.83,1.71799e+10,0.239174
105.297,1.71799e+10,0.163156,72.7983,1.71799e+10,0.235993
102.791,1.71799e+10,0.167134,74.4112,1.71799e+10,0.230878
